language,real_arity,random_arity,real_depth,random_depth
Hindi,3,3,5,5
Hindi,3,4,5,4
Hindi,3,2,4,4
Hindi,3,2,6,6
Hindi,3,2,4,3
Hindi,3,4,6,8
Hindi,3,4,3,2
Hindi,4,4,3,3
Hindi,2,3,6,4
Hindi,3,3,6,4
Hindi,3,3,3,4
Hindi,2,3,4,2
Hindi,2,3,3,3
Hindi,3,3,3,4
Hindi,3,2,4,5
Hindi,3,3,5,8
Hindi,3,2,3,4
Hindi,3,5,5,4
Hindi,3,2,3,3
Hindi,2,2,3,4
Hindi,3,4,5,4
Hindi,3,3,4,4
Hindi,3,2,4,3
Hindi,3,3,5,4
Hindi,2,3,6,6
Hindi,3,3,5,5
Hindi,3,2,2,4
Hindi,4,3,5,5
Hindi,2,3,4,2
Hindi,4,2,4,6
Hindi,2,5,6,3
Hindi,3,4,5,4
Hindi,3,3,4,6
Hindi,5,3,3,6
Hindi,4,2,6,7
Hindi,4,3,3,4
Hindi,3,3,5,5
Hindi,3,4,3,3
Hindi,3,2,2,4
Hindi,3,3,4,3
Hindi,6,4,3,5
Hindi,7,5,2,3
Hindi,4,3,4,6
Hindi,4,3,6,7
Hindi,4,2,5,7
Hindi,4,3,5,4
Hindi,3,4,6,3
Hindi,3,4,5,7
Hindi,4,2,2,3
Hindi,3,3,4,5
Hindi,3,3,3,5
Hindi,6,3,4,6
Hindi,3,2,4,4
Hindi,4,3,3,3
Hindi,3,3,5,3
Hindi,2,4,6,5
Hindi,3,2,3,5
Hindi,3,4,4,4
Hindi,5,4,2,3
Hindi,3,2,5,5
Hindi,3,5,3,2
Hindi,4,3,2,2
Hindi,3,2,5,6
Hindi,4,3,5,5
Hindi,3,2,3,6
Hindi,2,3,8,5
Hindi,4,2,2,3
Hindi,3,3,7,7
Hindi,3,4,5,5
Hindi,3,5,5,3
Hindi,3,2,6,7
Hindi,3,3,7,5
Hindi,3,3,5,4
Hindi,3,3,6,5
Hindi,4,2,4,5
Hindi,4,3,2,2
Hindi,4,2,4,6
Hindi,2,2,6,4
Hindi,3,2,5,7
Hindi,3,3,3,3
Hindi,3,2,3,4
Hindi,3,3,3,5
Hindi,3,4,4,4
Hindi,3,2,7,6
Hindi,3,4,5,3
Hindi,2,6,4,3
Hindi,4,2,2,5
Hindi,4,3,2,3
Hindi,2,3,5,4
Hindi,5,2,2,4
Hindi,4,2,4,4
Hindi,3,4,4,4
Hindi,5,5,4,4
Hindi,3,3,5,4
Hindi,3,3,5,8
Hindi,4,3,2,2
Hindi,5,2,2,5
Hindi,3,3,4,3
Hindi,3,4,4,4
Hindi,3,3,4,3
Hindi,3,3,5,5
Hindi,4,4,2,2
Hindi,3,4,4,6
Hindi,3,3,6,6
Hindi,4,4,5,5
Hindi,3,4,3,2
Hindi,5,3,5,4
Hindi,6,3,3,4
Hindi,2,3,4,2
Hindi,3,4,5,4
Hindi,3,2,5,5
Hindi,3,3,5,4
Hindi,3,3,4,4
Hindi,3,3,6,5
Hindi,3,3,5,5
Hindi,4,3,5,8
Hindi,3,3,4,6
Hindi,3,3,6,5
Hindi,3,4,5,4
Hindi,4,5,6,3
Hindi,4,3,4,5
Hindi,5,2,4,6
Hindi,4,3,2,2
Hindi,3,3,4,3
Hindi,3,2,4,7
Hindi,4,3,3,4
Hindi,3,4,4,5
Hindi,3,2,8,8
Hindi,4,3,5,4
Hindi,2,3,7,4
Hindi,2,4,3,2
Hindi,5,7,3,3
Hindi,3,2,3,5
Hindi,3,2,4,3
Hindi,3,3,3,4
Hindi,3,2,2,3
Hindi,3,2,5,4
Hindi,3,2,4,5
Hindi,3,3,4,4
Hindi,3,4,5,4
Hindi,2,3,3,3
Hindi,5,5,4,4
Hindi,4,2,4,5
Hindi,3,3,4,5
Hindi,5,3,4,5
Hindi,3,3,5,5
Hindi,2,4,6,3
Hindi,3,3,6,4
Hindi,4,3,5,4
Hindi,3,4,4,4
Hindi,3,4,5,3
Hindi,3,3,5,4
Hindi,3,4,4,3
Hindi,3,3,4,6
Hindi,4,2,5,8
Hindi,3,4,3,3
Hindi,5,3,3,6
Hindi,3,4,5,3
Hindi,5,2,3,6
Hindi,4,2,5,7
Hindi,3,4,6,3
Hindi,3,2,5,8
Hindi,3,4,5,3
Hindi,3,3,4,4
Hindi,3,2,5,5
Hindi,4,3,4,3
Hindi,3,4,4,5
Hindi,3,3,5,6
Hindi,3,3,6,5
Hindi,4,3,4,6
Hindi,3,2,2,3
Hindi,5,4,5,5
Hindi,3,3,6,5
Hindi,3,4,5,5
Hindi,2,2,3,3
Hindi,3,3,5,5
Hindi,1,3,5,3
Hindi,4,3,2,2
Hindi,3,3,3,7
Hindi,4,2,2,5
Hindi,4,3,3,3
Hindi,2,4,6,4
Hindi,4,2,3,4
Hindi,3,2,3,4
Hindi,3,3,4,7
Hindi,3,3,4,4
Hindi,4,3,3,3
Hindi,4,4,4,5
Hindi,3,4,5,4
Hindi,3,5,6,4
Hindi,4,2,3,5
Hindi,3,3,5,4
Hindi,3,3,5,3
Hindi,6,3,4,5
Hindi,3,4,5,5
Hindi,4,4,4,4
Hindi,3,4,2,2
Hindi,3,3,3,3
Hindi,2,2,4,2
Hindi,6,2,3,4
Hindi,3,2,3,3
Hindi,3,3,3,4
Hindi,3,2,5,4
Hindi,5,6,3,2
Hindi,5,3,3,4
Hindi,3,3,4,3
Hindi,3,2,5,8
Hindi,4,2,4,9
Hindi,3,3,3,3
Hindi,3,3,4,3
Hindi,6,2,3,7
Hindi,4,5,4,2
Hindi,3,3,5,6
Hindi,3,5,4,3
Hindi,3,3,4,6
Hindi,3,4,5,4
Hindi,3,3,4,3
Hindi,3,2,5,6
Hindi,4,3,4,6
Hindi,3,3,6,4
Hindi,3,4,6,4
Hindi,3,2,4,4
Hindi,5,3,6,6
Hindi,3,2,4,7
Hindi,4,4,5,4
Hindi,5,3,3,3
Hindi,5,4,3,4
Hindi,4,5,4,3
Hindi,3,4,4,2
Hindi,4,4,3,2
Hindi,6,2,5,5
Hindi,3,5,5,3
Hindi,4,2,4,5
Hindi,3,4,5,4
Hindi,4,3,4,4
Hindi,2,2,5,4
Hindi,3,5,4,3
Hindi,4,3,4,6
Hindi,3,5,2,2
Hindi,4,2,4,3
Hindi,4,3,3,6
Hindi,2,3,4,3
Hindi,3,3,5,5
Hindi,3,3,5,3
Hindi,5,4,3,3
Hindi,4,3,5,4
Hindi,3,4,6,7
Hindi,3,3,5,5
Hindi,4,2,3,6
Hindi,4,4,3,4
Hindi,3,2,3,4
Hindi,4,4,5,3
Hindi,3,3,6,5
Hindi,3,3,5,4
Hindi,2,2,4,6
Hindi,2,3,5,3
Hindi,2,2,4,5
Hindi,2,3,5,6
Hindi,3,4,5,4
Hindi,3,4,5,4
Hindi,3,2,5,7
Hindi,3,2,4,5
Hindi,3,3,4,7
Hindi,3,4,4,6
Hindi,4,2,2,4
Hindi,3,2,5,7
Hindi,4,4,5,4
Hindi,3,2,2,4
Hindi,3,3,5,4
Hindi,4,3,3,5
Hindi,3,4,6,6
Hindi,4,2,5,5
Hindi,4,3,5,4
Hindi,3,3,4,5
Hindi,3,3,4,3
Hindi,3,2,6,7
Hindi,3,2,5,8
Hindi,3,3,5,5
Hindi,4,5,3,3
Hindi,3,3,6,6
Hindi,3,4,5,5
Hindi,3,2,3,5
Hindi,4,4,4,3
Hindi,3,2,6,5
Hindi,5,3,4,7
Hindi,4,3,3,3
Hindi,4,3,6,4
Hindi,3,3,5,5
Hindi,3,2,2,4
Hindi,2,3,5,6
Hindi,6,3,3,7
Hindi,4,3,4,6
Hindi,3,3,6,5
Hindi,5,3,3,3
Hindi,3,2,3,4
Hindi,3,4,4,4
Hindi,4,6,5,3
Hindi,2,4,4,4
Hindi,3,2,3,6
Hindi,3,3,5,4
Hindi,2,5,5,3
Hindi,2,3,6,4
Hindi,6,2,4,5
Hindi,4,2,3,6
Hindi,3,4,3,4
Hindi,2,3,6,4
Hindi,3,3,5,5
Hindi,4,3,3,4
Hindi,3,2,4,6
Hindi,3,2,5,7
Hindi,3,2,3,4
Hindi,3,3,4,4
Hindi,3,3,4,4
Hindi,5,3,3,4
Hindi,3,4,5,5
Hindi,6,3,3,3
Hindi,3,3,6,5
Hindi,3,2,3,4
Hindi,3,4,5,3
Hindi,3,3,6,5
Hindi,2,3,6,4
Hindi,4,2,2,4
Hindi,3,2,4,4
Hindi,3,3,4,4
Hindi,2,3,7,6
Hindi,2,3,6,3
Hindi,4,4,4,3
Hindi,3,3,4,5
Hindi,3,4,4,4
Hindi,3,3,5,4
Hindi,4,3,5,4
Hindi,3,3,4,3
Hindi,3,4,5,4
Hindi,3,3,4,3
Hindi,3,2,4,6
Hindi,3,3,5,5
Hindi,3,5,5,4
Hindi,3,3,7,4
Hindi,3,4,3,2
Hindi,3,4,5,5
Hindi,3,2,7,6
Hindi,4,3,3,3
Hindi,3,3,3,3
Hindi,4,2,7,8
Hindi,3,3,4,3
Hindi,3,4,6,5
Hindi,3,2,6,5
Hindi,4,4,5,6
Hindi,3,4,4,7
Hindi,3,2,4,6
Hindi,3,3,6,5
Hindi,3,2,4,5
Hindi,3,3,5,3
Hindi,3,1,4,7
Hindi,3,3,6,3
Hindi,4,3,5,4
Hindi,3,3,5,4
Hindi,4,4,3,4
Hindi,3,2,4,3
Hindi,3,2,6,5
Hindi,3,4,6,4
Hindi,4,4,6,3
Hindi,3,3,4,5
Hindi,3,4,6,4
Hindi,5,3,3,5
Hindi,3,3,2,4
Hindi,3,3,6,4
Hindi,3,3,4,6
Hindi,4,3,4,5
Hindi,4,2,6,5
Hindi,4,3,4,5
Hindi,3,3,6,4
Hindi,3,3,6,5
Hindi,4,3,5,7
Hindi,3,5,5,3
Hindi,5,3,3,5
Hindi,3,3,5,4
Hindi,3,4,4,4
Hindi,4,3,6,5
Hindi,3,4,6,4
Hindi,3,2,3,4
Hindi,3,5,3,2
Hindi,4,3,4,4
Hindi,3,4,4,6
Hindi,3,2,3,6
Hindi,3,4,4,4
Hindi,2,2,6,4
Hindi,3,2,3,5
Hindi,5,3,3,6
Hindi,4,4,3,3
Hindi,4,3,4,6
Hindi,6,3,3,4
Hindi,2,2,5,5
Hindi,5,2,3,6
Hindi,3,3,4,3
Hindi,2,3,7,7
Hindi,3,3,5,4
Hindi,4,2,3,5
Hindi,4,2,5,7
Hindi,4,2,6,10
Hindi,3,4,6,5
Hindi,4,4,4,4
Hindi,3,2,7,5
Hindi,4,3,6,3
Hindi,2,3,6,4
Hindi,2,3,2,2
Hindi,3,3,4,5
Hindi,3,4,4,3
Hindi,4,3,3,4
Hindi,3,3,4,4
Hindi,4,3,4,5
Hindi,3,4,4,4
Hindi,4,3,3,7
Hindi,4,2,5,6
Hindi,4,4,4,3
Hindi,5,3,3,6
Hindi,3,3,7,3
Hindi,3,4,4,3
Hindi,3,4,5,4
Hindi,4,2,4,4
Hindi,4,4,6,4
Hindi,3,2,6,5
Hindi,3,5,6,5
Hindi,4,4,3,3
Hindi,5,3,5,5
Hindi,3,3,5,5
Hindi,3,2,5,4
Hindi,2,3,3,2
Hindi,3,3,5,5
Hindi,4,2,3,4
Hindi,3,3,4,4
Hindi,3,4,4,3
Hindi,4,2,4,7
Hindi,4,5,3,2
Hindi,5,2,5,6
Hindi,5,5,3,4
Hindi,3,3,5,6
Hindi,5,3,3,4
Hindi,3,2,4,5
Hindi,3,3,3,2
Hindi,3,2,4,6
Hindi,3,4,7,5
Hindi,3,3,3,4
Hindi,5,3,2,4
Hindi,5,3,2,4
Hindi,3,2,4,4
Hindi,4,4,3,4
Hindi,4,2,4,6
Hindi,3,4,6,5
Hindi,4,2,5,5
Hindi,3,3,3,3
Hindi,3,2,6,5
Hindi,4,2,2,4
Hindi,2,3,6,5
Hindi,3,2,4,6
Hindi,5,3,3,4
Hindi,4,4,5,4
Hindi,3,3,4,3
Hindi,5,2,6,8
Hindi,5,3,5,7
Hindi,5,3,5,5
Hindi,3,2,3,6
Hindi,4,3,3,4
Hindi,3,3,3,3
Hindi,4,3,2,3
Hindi,4,5,4,3
Hindi,3,3,5,5
Hindi,5,3,4,6
Hindi,3,3,5,3
Hindi,2,4,5,3
Hindi,4,2,3,4
Hindi,4,3,6,5
Hindi,3,2,4,8
Hindi,3,3,6,3
Hindi,4,3,3,3
Hindi,5,4,5,5
Hindi,3,4,5,4
Hindi,4,3,4,4
Hindi,3,4,4,4
Hindi,4,3,4,4
Hindi,4,3,2,5
Hindi,2,5,7,5
Hindi,2,4,3,2
Hindi,3,5,5,2
Hindi,3,3,4,6
Hindi,5,2,3,4
Hindi,3,3,5,5
Hindi,4,3,3,3
Hindi,3,3,4,5
Hindi,3,3,4,3
Hindi,4,2,2,3
Hindi,4,2,1,3
Hindi,4,3,3,6
Hindi,5,4,3,4
Hindi,3,4,5,3
Hindi,3,3,5,5
Hindi,3,2,7,7
Hindi,4,6,3,2
Hindi,3,4,5,4
Hindi,4,4,5,5
Hindi,4,4,5,5
Hindi,4,2,6,5
Hindi,5,4,2,2
Hindi,3,2,5,4
Hindi,3,6,3,1
Hindi,3,3,7,4
Hindi,3,3,4,5
Hindi,3,3,3,6
Hindi,3,2,3,4
Hindi,4,3,5,5
Hindi,4,4,5,4
Hindi,4,2,4,6
Hindi,4,3,4,4
Hindi,2,2,6,5
Hindi,2,4,6,4
Hindi,3,2,6,7
Hindi,4,2,3,4
Hindi,4,3,2,2
Hindi,4,4,2,2
Hindi,3,2,5,7
Hindi,4,3,5,7
Hindi,3,2,4,4
Hindi,2,2,3,4
Hindi,3,3,5,6
Hindi,3,3,6,5
Hindi,3,3,6,5
Hindi,3,6,7,2
Hindi,3,2,4,6
Hindi,3,4,6,3
Hindi,4,3,2,3
Hindi,4,2,6,6
Hindi,4,3,6,4
Hindi,5,2,4,6
Hindi,4,3,5,5
Hindi,3,4,8,5
Hindi,7,3,2,6
Hindi,3,3,4,5
Hindi,4,2,3,4
Hindi,3,3,4,4
Hindi,2,2,3,4
Hindi,3,2,5,7
Hindi,3,4,2,1
Hindi,3,2,4,3
Hindi,4,4,4,5
Hindi,5,3,3,5
Hindi,3,3,4,4
Hindi,3,2,6,5
Hindi,4,4,4,4
Hindi,4,2,3,5
Hindi,3,3,5,3
Hindi,4,3,3,3
Hindi,4,2,5,7
Hindi,5,4,4,5
Hindi,5,3,2,5
Hindi,3,3,4,4
Hindi,3,3,4,6
Hindi,3,5,3,3
Hindi,3,2,3,5
Hindi,3,3,5,3
Hindi,4,2,3,4
Hindi,4,4,3,4
Hindi,3,3,3,4
Hindi,4,3,4,4
Hindi,4,3,7,5
Hindi,3,2,4,5
Hindi,3,3,2,3
Hindi,3,4,3,2
Hindi,3,2,5,8
Hindi,5,2,4,5
Hindi,4,5,6,4
Hindi,3,2,4,3
Hindi,4,3,3,4
Hindi,4,4,3,2
Hindi,5,3,3,3
Hindi,3,4,4,3
Hindi,3,2,6,5
Hindi,3,5,5,3
Hindi,3,3,2,3
Hindi,4,2,4,7
Hindi,5,3,4,4
Hindi,4,3,3,8
Hindi,3,2,4,5
Hindi,3,3,5,6
Hindi,3,5,4,3
Hindi,3,7,5,3
Hindi,3,2,2,4
Hindi,3,3,4,4
Hindi,3,3,5,4
Hindi,4,2,4,5
Hindi,2,3,6,5
Hindi,4,3,3,5
Hindi,4,5,3,2
Hindi,3,2,3,4
Hindi,3,2,3,3
Hindi,3,2,4,4
Hindi,3,3,7,6
Hindi,4,4,6,4
Hindi,5,4,6,7
Hindi,3,2,4,4
Hindi,3,2,5,8
Hindi,3,4,5,3
Hindi,4,3,4,4
Hindi,4,4,5,4
Hindi,5,3,4,5
Hindi,5,5,2,2
Hindi,3,2,7,8
Hindi,5,3,4,6
Hindi,4,3,4,4
Hindi,3,5,5,4
Hindi,3,4,3,3
Hindi,3,3,4,3
Hindi,3,2,3,3
Hindi,4,3,5,4
Hindi,5,3,4,6
Hindi,5,2,2,4
Hindi,3,3,5,6
Hindi,3,3,5,4
Hindi,4,3,3,4
Hindi,5,3,6,5
Hindi,2,4,6,3
Hindi,2,2,5,5
Hindi,3,3,4,3
Hindi,3,3,5,5
Hindi,3,3,4,4
Hindi,5,2,3,6
Hindi,3,2,4,5
Hindi,3,3,2,2
Hindi,5,3,3,5
Hindi,4,3,3,4
Hindi,3,3,5,4
Hindi,3,3,3,3
Hindi,3,3,7,7
Hindi,5,2,2,5
Hindi,3,3,4,3
Hindi,2,2,4,5
Hindi,3,3,5,3
Hindi,3,2,6,7
Hindi,3,2,4,5
Hindi,3,3,5,4
Hindi,3,2,4,8
Hindi,3,4,4,3
Hindi,4,3,4,4
Hindi,3,2,4,3
Hindi,3,2,5,5
Hindi,3,3,4,4
Hindi,3,4,4,4
Hindi,5,3,3,4
Hindi,3,3,3,4
Hindi,3,3,5,4
Hindi,4,2,3,6
Hindi,5,3,4,5
Hindi,4,3,2,2
Hindi,3,3,3,2
Hindi,3,3,5,5
Hindi,3,3,5,4
Hindi,4,4,5,4
Hindi,4,4,3,3
Hindi,5,2,4,5
Hindi,5,3,3,3
Hindi,4,4,2,2
Hindi,3,4,4,4
Hindi,5,4,2,3
Hindi,4,3,3,3
Hindi,5,3,4,8
Hindi,2,3,6,6
Hindi,3,2,2,3
Hindi,3,2,4,5
Hindi,3,3,4,3
Hindi,4,2,5,7
Hindi,2,3,6,5
Hindi,3,3,3,3
Hindi,2,2,5,5
Hindi,2,2,4,3
Hindi,3,5,5,3
Hindi,3,5,5,4
Hindi,3,7,5,2
Hindi,3,2,4,3
Hindi,4,4,3,3
Hindi,2,2,7,6
Hindi,4,3,2,3
Hindi,3,3,5,3
Hindi,3,4,3,3
Hindi,3,2,3,5
Hindi,3,2,7,5
Hindi,3,3,5,5
Hindi,3,4,4,4
Hindi,2,4,4,2
Hindi,5,2,3,7
Hindi,3,3,4,6
Hindi,4,4,4,3
Hindi,2,2,5,5
Hindi,3,3,7,5
Hindi,3,1,2,4
Hindi,3,4,3,2
Hindi,3,2,3,3
Hindi,5,4,1,2
Hindi,3,2,5,5
Hindi,3,3,4,3
Hindi,3,2,5,6
Hindi,3,2,3,6
Hindi,3,2,4,5
Hindi,4,3,3,3
Hindi,4,3,3,4
Hindi,3,3,4,4
Hindi,5,4,2,4
Hindi,4,4,5,5
Hindi,2,3,5,3
Hindi,3,3,4,4
Hindi,3,3,5,3
Hindi,3,3,4,4
Hindi,3,3,7,5
Hindi,4,4,4,2
Hindi,3,4,6,4
Hindi,4,2,4,6
Hindi,4,2,4,4
Hindi,4,3,3,4
Hindi,2,3,5,5
Hindi,3,3,3,3
Hindi,4,4,3,4
Hindi,5,3,3,5
Hindi,4,3,4,5
Hindi,3,3,5,4
Hindi,3,4,5,5
Hindi,3,3,4,4
Hindi,4,3,4,6
Hindi,2,3,7,6
Hindi,4,4,3,4
Hindi,5,3,1,3
Hindi,4,2,4,6
Hindi,3,4,6,3
Hindi,3,4,6,4
Hindi,3,3,5,5
Hindi,3,3,4,6
Hindi,3,2,5,7
Hindi,3,2,4,5
Hindi,3,5,4,4
Hindi,3,3,3,3
Hindi,5,3,4,4
Hindi,3,3,4,4
Hindi,3,3,6,5
Hindi,4,3,4,6
Hindi,4,3,4,5
Hindi,3,3,5,3
Hindi,4,3,3,4
Hindi,2,3,6,5
Hindi,3,3,6,6
Hindi,3,3,6,6
Hindi,3,2,5,4
Hindi,3,2,7,4
Hindi,3,2,4,5
Hindi,5,3,3,5
Hindi,5,2,4,5
Hindi,3,4,6,3
Hindi,3,6,3,3
Hindi,2,3,6,3
Hindi,5,3,5,6
Hindi,4,2,5,5
Hindi,3,3,5,4
Hindi,4,3,5,5
Hindi,3,4,3,3
Hindi,3,3,4,4
Hindi,3,3,3,4
Hindi,3,3,5,3
Hindi,3,2,4,7
Hindi,3,2,4,4
Hindi,3,3,6,4
Hindi,4,3,3,3
Hindi,3,2,6,6
Hindi,3,4,4,3
Hindi,3,2,4,4
Hindi,4,4,3,4
Hindi,3,3,3,5
Hindi,5,6,4,2
Hindi,3,3,2,2
Hindi,4,2,2,4
Hindi,2,3,6,4
Hindi,3,3,5,5
Hindi,3,3,6,4
Hindi,3,2,5,6
Hindi,3,4,4,5
Hindi,2,2,7,6
Hindi,4,4,7,4
Hindi,4,3,6,5
Hindi,3,4,5,3
Hindi,2,2,4,4
Hindi,3,4,3,3
Hindi,5,3,3,4
Hindi,3,2,3,5
Hindi,4,5,4,2
Hindi,3,2,4,5
Hindi,4,4,5,4
Hindi,4,3,1,2
Hindi,6,2,3,4
Hindi,3,4,6,3
Hindi,3,4,4,3
Hindi,3,4,7,4
Hindi,3,3,6,7
Hindi,3,3,5,3
Hindi,3,3,4,6
Hindi,2,4,7,5
Hindi,4,2,3,4
Hindi,4,3,3,7
Hindi,2,4,6,5
Hindi,3,3,5,4
Hindi,4,2,4,5
Hindi,3,3,4,5
Hindi,3,3,5,4
Hindi,3,5,3,4
Hindi,3,3,5,3
Hindi,3,2,4,5
Hindi,3,3,5,5
Hindi,4,4,5,4
Hindi,3,3,5,4
Hindi,2,3,6,4
Hindi,5,4,4,4
Hindi,3,2,4,5
Hindi,3,5,3,2
Hindi,3,5,4,3
Hindi,2,2,4,4
Hindi,3,3,6,5
Hindi,3,3,4,5
Hindi,3,3,4,4
Hindi,3,3,5,4
Hindi,3,3,6,4
Hindi,3,3,4,5
Hindi,2,4,8,5
Hindi,4,3,7,4
Hindi,3,5,7,3
Hindi,3,3,4,4
Hindi,3,4,3,3
Hindi,3,4,6,4
Hindi,5,3,3,3
Hindi,5,3,3,4
Hindi,4,2,4,5
Hindi,3,4,3,4
Hindi,3,3,7,4
Hindi,3,2,4,3
Hindi,6,4,3,4
Hindi,3,3,6,5
Hindi,3,2,3,5
Hindi,3,3,4,5
Hindi,2,4,5,3
Hindi,3,3,4,5
Hindi,4,3,5,5
Hindi,4,3,3,3
Hindi,3,3,6,4
Hindi,4,3,4,4
Hindi,3,3,5,5
Hindi,3,4,4,4
Hindi,2,3,5,4
Hindi,4,3,5,4
Hindi,3,2,4,4
Hindi,3,3,5,4
Hindi,4,5,4,3
Hindi,3,2,6,5
Hindi,4,2,3,3
Hindi,3,4,5,5
Hindi,5,3,4,7
Hindi,4,4,4,5
Hindi,3,4,3,3
Hindi,4,3,4,4
Hindi,2,1,3,4
Hindi,3,3,3,3
Hindi,3,3,5,5
Hindi,4,2,3,5
Hindi,3,4,5,5
Hindi,2,3,6,5
Hindi,4,3,3,4
Hindi,2,3,5,4
Hindi,5,4,2,2
Hindi,3,2,4,6
Hindi,2,4,4,3
Hindi,3,2,4,4
Hindi,3,3,4,4
Hindi,2,3,6,6
Hindi,2,2,4,4
Hindi,3,3,6,3
Hindi,3,3,3,4
Hindi,3,2,4,4
Hindi,3,4,3,3
Hindi,3,3,5,4
Hindi,2,3,8,5
Hindi,3,4,7,3
Hindi,4,3,4,4
Hindi,4,4,5,6
Hindi,2,3,8,4
Hindi,4,4,5,4
Hindi,3,2,5,8
Hindi,3,3,5,5
Hindi,4,4,2,2
Hindi,4,5,5,3
Hindi,3,4,8,3
Hindi,3,5,5,5
Hindi,4,3,4,4
Hindi,4,3,3,5
Hindi,3,3,5,6
Hindi,3,4,4,3
Hindi,3,4,6,4
Hindi,3,2,3,6
Hindi,3,5,5,2
Hindi,3,2,4,3
Hindi,3,2,4,6
Hindi,3,4,7,4
Hindi,2,3,6,5
Hindi,3,4,5,3
Hindi,4,4,3,5
Hindi,2,3,7,6
Hindi,3,5,5,4
Hindi,3,2,4,5
Hindi,3,2,5,5
Hindi,6,6,4,3
Hindi,3,3,5,3
Hindi,3,4,4,3
Hindi,3,3,6,5
Hindi,3,4,5,6
Hindi,2,3,7,5
Hindi,2,3,4,2
Hindi,3,3,5,3
Hindi,2,3,4,2
Hindi,3,3,7,4
Hindi,4,5,4,3
Hindi,5,2,4,7
Hindi,3,3,4,4
Hindi,3,3,4,4
Hindi,3,2,5,5
Hindi,5,2,3,5
Hindi,3,5,7,3
Hindi,4,3,3,5
Hindi,3,3,5,6
Hindi,3,3,4,4
Hindi,3,2,5,5
Hindi,4,4,4,3
Hindi,4,2,4,5
Hindi,5,4,3,5
Hindi,4,2,4,5
Hindi,3,4,5,5
Hindi,3,3,4,2
Hindi,2,2,2,2
Hindi,4,3,4,3
Hindi,5,3,5,6
Hindi,4,3,5,4
Hindi,3,4,5,7
Hindi,4,4,5,3
Hindi,3,3,4,5
Hindi,4,3,4,6
Hindi,3,4,3,5
Hindi,4,3,5,4
Hindi,3,2,5,4
Hindi,5,2,4,4
Hindi,5,4,2,4
Hindi,3,3,5,4
Hindi,4,5,4,3
Hindi,2,4,3,2
Hindi,3,2,5,9
Hindi,5,2,3,7
Hindi,4,2,4,5
Hindi,3,4,4,4
Hindi,3,2,3,5
Hindi,2,2,4,6
Hindi,2,2,4,4
Hindi,3,4,5,4
Hindi,3,2,5,5
Hindi,3,3,3,4
Hindi,3,4,4,5
Hindi,3,3,4,6
Hindi,3,3,3,4
Hindi,3,2,6,8
Hindi,3,2,6,5
Hindi,2,4,6,5
Hindi,3,3,4,3
Hindi,4,2,5,7
Hindi,4,3,4,5
Hindi,3,5,4,4
Hindi,4,4,4,5
Hindi,2,5,6,3
Hindi,5,3,3,4
Hindi,3,3,4,3
Hindi,4,4,4,5
Hindi,4,3,6,6
Hindi,3,2,3,5
Hindi,4,3,5,3
Hindi,3,3,4,5
Hindi,3,3,7,3
Hindi,3,2,4,5
Hindi,3,4,6,3
Hindi,4,3,5,7
Hindi,2,3,9,5
Hindi,3,2,5,6
Hindi,4,3,4,6
Hindi,3,3,2,3
Hindi,3,2,5,5
Hindi,5,3,4,5
Hindi,3,3,5,5
Hindi,4,2,2,3
Hindi,4,3,4,5
Hindi,3,4,4,4
Hindi,3,3,4,4
Hindi,5,2,3,5
Hindi,4,2,5,7
Hindi,3,3,5,5
Hindi,3,3,4,4
Hindi,4,3,2,3
Hindi,3,4,6,3
Hindi,4,2,4,6
Hindi,3,2,3,3
Hindi,3,2,5,5
Hindi,2,2,5,4
Hindi,3,2,4,5
Hindi,3,4,7,4
Hindi,3,4,3,3
Hindi,3,3,5,4
Hindi,4,3,4,5
Hindi,3,3,4,4
Hindi,4,4,5,4
Hindi,3,5,7,3
Hindi,2,3,6,5
Hindi,4,4,5,5
Hindi,3,3,4,4
Hindi,3,3,4,3
Hindi,3,3,6,7
Hindi,3,3,4,3
Hindi,3,3,4,4
Hindi,3,4,4,3
Hindi,3,3,3,4
Hindi,4,4,5,4
Hindi,4,2,3,6
Hindi,3,3,5,6
Hindi,3,3,4,5
Hindi,6,2,3,4
Hindi,3,3,4,3
Hindi,5,3,3,5
Hindi,3,3,4,5
Hindi,3,2,5,6
Hindi,3,3,5,7
Hindi,3,3,3,4
Hindi,4,3,3,3
Hindi,5,5,4,4
Hindi,4,3,4,4
Hindi,2,3,8,5
Hindi,4,3,4,4
Hindi,3,3,4,6
Hindi,4,4,5,4
Hindi,3,3,4,3
Hindi,3,3,5,3
Hindi,5,4,4,4
Hindi,2,2,5,7
Hindi,3,4,5,3
Hindi,2,3,5,6
Hindi,4,3,4,5
Hindi,3,3,4,4
Hindi,4,3,5,5
Hindi,4,2,6,7
Hindi,4,2,2,3
Hindi,2,4,4,2
Hindi,2,3,6,3
Hindi,3,3,7,5
Hindi,2,2,4,4
Hindi,4,3,4,5
Hindi,5,3,4,6
Hindi,6,2,3,7
Hindi,3,2,5,7
Hindi,3,4,4,3
Hindi,3,2,5,5
Hindi,3,3,6,6
Hindi,3,3,6,6
Hindi,3,3,3,5
Hindi,4,3,6,5
Hindi,3,2,5,6
Hindi,3,4,6,4
Hindi,3,4,2,3
Hindi,3,3,5,5
Hindi,4,2,5,6
Hindi,3,2,4,8
Hindi,4,2,2,4
Hindi,3,3,6,4
